"match_id","start_time","win","hero_id","account_id","leaguename"
3149572447,1493579346,false,58,106809101,"Kiev Major"
3149572447,1493579346,true,50,94155156,"Kiev Major"
3149572447,1493579346,true,95,311360822,"Kiev Major"
3149572447,1493579346,true,83,26771994,"Kiev Major"
3149572447,1493579346,true,96,41231571,"Kiev Major"
3149572447,1493579346,true,98,19672354,"Kiev Major"
3149572447,1493579346,false,37,134556694,"Kiev Major"
3149572447,1493579346,false,73,132851371,"Kiev Major"
3149572447,1493579346,false,76,106573901,"Kiev Major"
3149572447,1493579346,false,104,92423451,"Kiev Major"
3149480550,1493575509,true,106,311360822,"Kiev Major"
3149480550,1493575509,true,37,94155156,"Kiev Major"
3149480550,1493575509,false,114,106809101,"Kiev Major"
3149480550,1493575509,false,97,92423451,"Kiev Major"
3149480550,1493575509,false,75,106573901,"Kiev Major"
3149480550,1493575509,false,8,132851371,"Kiev Major"
3149480550,1493575509,false,5,134556694,"Kiev Major"
3149480550,1493575509,true,109,19672354,"Kiev Major"
3149480550,1493575509,true,33,41231571,"Kiev Major"
3149480550,1493575509,true,107,26771994,"Kiev Major"
3149353238,1493570791,true,37,134556694,"Kiev Major"
3149353238,1493570791,true,54,132851371,"Kiev Major"
3149353238,1493570791,true,49,106573901,"Kiev Major"
3149353238,1493570791,true,2,92423451,"Kiev Major"
3149353238,1493570791,true,60,106809101,"Kiev Major"
3149353238,1493570791,false,110,94155156,"Kiev Major"
3149353238,1493570791,false,17,311360822,"Kiev Major"
3149353238,1493570791,false,103,26771994,"Kiev Major"
3149353238,1493570791,false,97,41231571,"Kiev Major"
3149353238,1493570791,false,94,19672354,"Kiev Major"
3149215336,1493566333,true,16,106809101,"Kiev Major"
3149215336,1493566333,false,110,94155156,"Kiev Major"
3149215336,1493566333,false,46,311360822,"Kiev Major"
3149215336,1493566333,false,114,26771994,"Kiev Major"
3149215336,1493566333,false,65,41231571,"Kiev Major"
3149215336,1493566333,false,67,19672354,"Kiev Major"
3149215336,1493566333,true,37,134556694,"Kiev Major"
3149215336,1493566333,true,109,132851371,"Kiev Major"
3149215336,1493566333,true,70,106573901,"Kiev Major"
3149215336,1493566333,true,97,92423451,"Kiev Major"
3149054430,1493561542,true,110,94155156,"Kiev Major"
3149054430,1493561542,true,74,311360822,"Kiev Major"
3149054430,1493561542,true,114,26771994,"Kiev Major"
3149054430,1493561542,true,65,41231571,"Kiev Major"
3149054430,1493561542,true,109,19672354,"Kiev Major"
3149054430,1493561542,false,37,134556694,"Kiev Major"
3149054430,1493561542,false,93,132851371,"Kiev Major"
3149054430,1493561542,false,70,106573901,"Kiev Major"
3149054430,1493561542,false,97,92423451,"Kiev Major"
3149054430,1493561542,false,100,106809101,"Kiev Major"
3148721353,1493551978,false,86,25907144,"Kiev Major"
3148721353,1493551978,true,98,19672354,"Kiev Major"
3148721353,1493551978,true,2,41231571,"Kiev Major"
3148721353,1493551978,true,83,26771994,"Kiev Major"
3148721353,1493551978,true,46,311360822,"Kiev Major"
3148721353,1493551978,true,5,94155156,"Kiev Major"
3148721353,1493551978,false,93,86745912,"Kiev Major"
3148721353,1493551978,false,91,73562326,"Kiev Major"
3148721353,1493551978,false,104,87276347,"Kiev Major"
3148721353,1493551978,false,43,111620041,"Kiev Major"
3148575443,1493547138,true,106,311360822,"Kiev Major"
3148575443,1493547138,false,67,86745912,"Kiev Major"
3148575443,1493547138,false,114,73562326,"Kiev Major"
3148575443,1493547138,false,97,87276347,"Kiev Major"
3148575443,1493547138,false,39,111620041,"Kiev Major"
3148575443,1493547138,false,37,25907144,"Kiev Major"
3148575443,1493547138,true,109,19672354,"Kiev Major"
3148575443,1493547138,true,104,41231571,"Kiev Major"
3148575443,1493547138,true,83,26771994,"Kiev Major"
3148575443,1493547138,true,110,94155156,"Kiev Major"
3148357328,1493540025,true,91,106809101,"Kiev Major"
3148357328,1493540025,false,37,140153524,"Kiev Major"
3148357328,1493540025,false,106,205813150,"Kiev Major"
3148357328,1493540025,false,16,129958758,"Kiev Major"
3148357328,1493540025,false,32,207829314,"Kiev Major"
3148357328,1493540025,false,18,90892734,"Kiev Major"
3148357328,1493540025,true,87,134556694,"Kiev Major"
3148357328,1493540025,true,8,132851371,"Kiev Major"
3148357328,1493540025,true,46,106573901,"Kiev Major"
3148357328,1493540025,true,97,92423451,"Kiev Major"
3148230043,1493535615,false,20,140153524,"Kiev Major"
3148230043,1493535615,true,97,92423451,"Kiev Major"
3148230043,1493535615,true,40,106573901,"Kiev Major"
3148230043,1493535615,true,41,132851371,"Kiev Major"
3148230043,1493535615,true,71,134556694,"Kiev Major"
3148230043,1493535615,false,10,90892734,"Kiev Major"
3148230043,1493535615,false,32,207829314,"Kiev Major"
3148230043,1493535615,false,57,129958758,"Kiev Major"
3148230043,1493535615,false,106,205813150,"Kiev Major"
3148230043,1493535615,true,110,106809101,"Kiev Major"
3147569106,1493501955,true,104,87276347,"Kiev Major"
3147569106,1493501955,true,83,25907144,"Kiev Major"
3147569106,1493501955,true,13,111620041,"Kiev Major"
3147569106,1493501955,true,50,73562326,"Kiev Major"
3147569106,1493501955,true,67,86745912,"Kiev Major"
3147569106,1493501955,false,37,37658157,"Kiev Major"
3147569106,1493501955,false,51,84853828,"Kiev Major"
3147569106,1493501955,false,65,117956848,"Kiev Major"
3147569106,1493501955,false,25,85937380,"Kiev Major"
3147569106,1493501955,false,8,94004717,"Kiev Major"
3147464579,1493496169,false,86,25907144,"Kiev Major"
3147464579,1493496169,true,13,85937380,"Kiev Major"
3147464579,1493496169,true,33,117956848,"Kiev Major"
3147464579,1493496169,true,60,84853828,"Kiev Major"
3147464579,1493496169,true,5,37658157,"Kiev Major"
3147464579,1493496169,false,77,86745912,"Kiev Major"
3147464579,1493496169,false,32,73562326,"Kiev Major"
3147464579,1493496169,true,109,94004717,"Kiev Major"
