2,0.277744924108023,193,24,224,5,17,4936,7179,35,"midlaner"
3,0.304553518628031,219,34,206,12,4,3741,8146,0,"hard_support"
3,0.417504435245417,415,210,379,0,13,5962,15438,719,"offlaner"
2,0.728168736447861,519,295,538,0,80,15049,19306,3217,"carry"
1,0.681647940074906,312,130,335,0,43,13225,11606,610,"carry"
2,0.324857086536566,438,140,533,7,16,8462,16293,0,"midlaner"
2,0.831263552138774,784,337,741,0,108,26630,29164,2849,"carry"
1,0.739207569485512,598,228,608,0,78,22172,22245,7927,"carry"
3,0.588014981273408,390,90,460,0,18,5594,14508,219,"offlaner"
1,0.312635521387739,316,37,387,10,19,7846,11755,291,"hard_support"
1,0.536171890400158,465,337,478,0,92,14427,28024,572,"offlaner"
2,0.741375911689336,620,541,460,0,170,26863,37365,4554,"carry"
3,0.796570076877587,540,417,460,0,124,29424,32544,2122,"midlaner"
1,0.326236940666272,256,82,372,13,24,15225,15428,38,"hard_support"
1,0.425783560023655,242,82,348,13,18,5630,14584,189,"roaming_support"
3,0.458505815099547,330,105,426,12,10,18794,19888,0,"roaming_support"
2,0.73605361718904,755,690,462,0,123,39825,45501,6355,"carry"
3,0.57618766016164,616,501,456,0,207,22307,37124,6748,"carry"
1,0.541888428937512,456,381,459,0,39,41915,27481,0,"offlaner"
3,0.317563571850976,257,34,422,13,6,11247,15488,0,"roaming_support"
1,0.614823575793416,660,372,597,0,40,29100,30481,9116,"carry"
2,0.871673565937315,591,313,595,0,62,28605,27294,1293,"midlaner"
3,0.492607924305145,323,152,371,0,88,8773,14917,315,"offlaner"
2,0.373940469150404,400,180,469,5,26,13621,18473,887,"midlaner"
1,0.277350680070964,274,43,368,14,23,9175,12654,327,"hard_support"
3,0.453774886654839,357,118,472,8,28,10809,16487,767,"carry"
2,0.845259215454366,655,386,596,0,143,42375,30250,4244,"midlaner"
1,0.767198896116696,525,279,563,0,123,22323,24246,9358,"carry"
1,0.409422432485709,275,28,338,12,10,9261,12700,52,"roaming_support"
3,0.595899862014587,364,119,392,0,25,26463,16810,24,"offlaner"
1,0.425192193968066,347,140,327,0,45,1461,10068,130,"offlaner"
2,0.712990341021092,417,168,334,0,43,4985,12099,1795,"midlaner"
3,0.620540114330771,368,144,321,0,13,7556,10678,1566,"carry"
3,0.30494776266509,216,37,232,2,7,2483,6267,0,"roaming_support"
1,0.339838359944806,181,17,162,11,1,2490,5252,0,"offlaner"
3,0.346737630593337,276,59,268,2,3,5447,8008,260,"offlaner"
2,0.694066627242263,760,308,737,0,121,13919,22052,4301,"carry"
3,0.330573625073921,281,31,310,11,8,2655,8153,420,"hard_support"
1,0.731322688744333,485,175,528,0,37,9005,14073,1939,"midlaner"
3,0.661935738221959,312,66,305,0,5,4408,9053,215,"offlaner"
1,0.784939877784348,595,293,543,0,77,15466,25128,5882,"carry"
2,0.760496747486694,718,375,601,0,122,14843,30323,11218,"carry"
3,0.714173073132269,503,251,499,0,61,4848,21243,456,"offlaner"
2,0.302385176424207,342,91,370,3,20,8300,14443,327,"midlaner"
1,0.308890203035679,290,47,331,15,20,3588,12247,112,"hard_support"
1,0.301596688350089,248,107,183,18,12,17775,10473,1504,"hard_support"
2,0.261186674551547,167,30,164,1,6,3486,7052,0,"midlaner"
1,0.84387936132466,541,390,442,0,124,10263,22848,1735,"carry"
2,0.713187463039622,478,242,420,0,21,8936,20187,569,"carry"
3,0.485708653656613,304,141,323,0,49,3892,12838,0,"offlaner"
1,0.686773112556673,635,257,586,0,52,16011,21473,9359,"carry"
2,0.538537354622511,494,148,535,0,43,16907,16705,2922,"midlaner"
3,0.544451015178395,505,157,452,0,72,12746,17077,2136,"carry"
3,0.415927459097181,406,107,438,5,25,8752,13729,2314,"offlaner"
1,0.368815296668638,400,43,398,10,17,10150,13526,763,"hard_support"
3,0.4608712793219,241,35,245,0,10,6642,8149,0,"offlaner"
4,0.455943228858664,266,59,266,15,31,6867,8995,0,"hard_support"
1,0.716341415336093,457,217,472,0,38,20414,15454,810,"carry"
2,0.734279519022275,415,165,471,0,22,11474,14033,350,"midlaner"
3,0.649714173073132,405,193,404,0,31,12340,13695,98,"carry"
2,0.302385176424207,346,41,402,13,2,10847,11665,293,"midlaner"
3,0.851961364084368,701,276,680,0,76,22797,23635,8392,"carry"
2,0.690715552927262,708,214,708,0,44,22115,23871,4571,"carry"
1,0.589789079440173,392,80,475,0,30,6777,13216,15,"offlaner"
3,0.432879952690716,373,56,395,2,13,4710,12576,47,"roaming_support"
2,0.583875418884289,320,138,365,0,36,11460,10789,24,"midlaner"
3,0.640252316183718,362,163,297,0,30,10172,12205,0,"carry"
2,0.54267691701163,252,91,257,2,54,5668,8496,0,"midlaner"
1,0.797555686970235,461,194,551,0,69,14281,15543,104,"carry"
4,0.403311649911295,238,44,285,13,9,10219,8024,0,"roaming_support"
2,0.28996648925685,321,60,432,18,9,9011,17778,238,"midlaner"
1,0.761876601616401,540,289,497,0,93,30633,29907,2283,"carry"
2,0.771338458505815,677,486,498,0,102,41525,37494,11017,"carry"
3,0.589197713384585,423,246,497,0,59,13780,23427,439,"offlaner"
1,0.448649714173073,311,68,332,7,24,7591,17224,304,"roaming_support"
2,0.57618766016164,434,266,497,0,81,17278,24036,1103,"carry"
3,0.486694263749261,417,182,496,0,44,22618,23094,322,"carry"
2,0.343583678296866,287,48,363,1,6,6287,15895,574,"midlaner"
1,0.788882318154938,700,576,496,0,168,35896,38768,4014,"midlaner"
1,0.335698797555687,228,44,265,23,14,23056,12627,156,"hard_support"
3,0.36073329390893,206,13,240,4,0,8167,9678,71,"offlaner"
1,0.610092647348709,406,241,403,0,38,12094,19075,732,"offlaner"
1,0.324857086536566,213,60,250,16,6,9305,10007,13,"hard_support"
3,0.642223536369012,296,159,310,0,31,17486,13907,345,"carry"
2,1.15730337078652,855,473,585,0,128,44479,40170,2158,"carry"
1,0.388921742558644,363,77,376,18,19,14982,17054,1207,"roaming_support"
3,0.321900256258624,330,55,347,1,19,14114,15504,566,"roaming_support"
1,0.844076483343189,657,337,587,0,41,33922,30868,9293,"carry"
2,0.943425980682042,728,437,588,0,193,18135,34203,9120,"carry"
3,0.684801892371378,507,166,559,0,45,25588,23820,563,"offlaner"
1,0.266706091070373,179,22,192,12,0,7082,4713,0,"offlaner"
2,0.85491819436231,434,167,424,0,4,14862,11428,0,"carry"
1,0.624285432682831,479,223,412,0,79,7875,12613,83,"carry"
3,0.42736053617189,234,72,251,0,26,4954,6162,15,"offlaner"
3,0.331362113148039,329,22,301,0,1,4792,8663,388,"offlaner"
1,0.977330967869111,729,220,593,0,30,17289,19197,9997,"midlaner"
2,0.715750049280505,555,133,487,0,8,7789,14615,4255,"carry"
3,0.659964518036665,519,106,484,0,6,13883,13667,955,"carry"
1,0.358762073723635,316,15,265,12,7,3584,8321,613,"hard_support"
1,0.318154937906564,282,44,363,16,2,6256,11533,629,"hard_support"
1,0.411196530652474,298,54,365,2,14,10834,12188,13,"roaming_support"
1,0.752611866745516,651,363,528,0,90,19003,26625,7536,"midlaner"
2,0.648728562980485,520,177,561,0,14,20892,21268,5723,"carry"
3,0.570471121624285,396,136,502,0,55,13586,16196,722,"carry"
3,0.385373546225113,286,77,279,3,41,3083,11697,0,"offlaner"
1,1.00512517248177,540,250,501,0,115,18267,22086,4159,"midlaner"
2,0.90321308890203,659,339,675,0,37,29275,26953,2635,"carry"
3,0.570076877587226,350,104,354,0,13,10437,14315,535,"carry"
2,0.590183323477232,281,54,301,15,4,13374,11492,2529,"midlaner"
1,0.694460871279322,490,406,375,0,194,23328,36300,5275,"carry"
2,0.593928641829292,655,744,371,0,83,63623,48524,687,"carry"
3,0.450226690321309,246,60,333,2,4,13654,18224,640,"roaming_support"
1,0.409816676522768,309,140,358,30,51,9570,22891,0,"offlaner"
3,0.744332741967278,435,462,376,0,43,23717,32226,1160,"midlaner"
1,0.819041986989947,708,724,371,1,66,34120,52451,4525,"carry"
3,0.537748866548393,485,418,373,0,70,14506,35930,941,"offlaner"
3,0.327419672777449,356,80,373,2,4,8393,26373,575,"offlaner"
2,0.676128523556081,577,458,371,0,169,34811,42746,5126,"carry"
2,0.354622511334516,358,160,373,28,23,20521,26521,856,"midlaner"
2,0.687364478612261,550,213,693,0,37,25304,21880,1645,"carry"
3,0.895131086142322,558,261,503,0,69,12583,22199,1291,"carry"
3,0.462842499507195,351,61,461,1,23,7575,13963,1198,"offlaner"
